Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA5,MA20,MA60,Volume_Ratio,RSI,MACD,Signal
603103,横店影视,2025-11-28,16.61,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.55,16.36,16.31,0.26X,54.65,0.119,0.088
601628,中国人寿,2025-11-28,43.52,RSI 强势 (> 50),43.61,43.77,41.66,0.73X,50.79,0.300,0.468
002349,精华制药,2025-11-27,8.12,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.91,7.92,7.58,1.01X,61.46,0.125,0.138
603315,福鞍股份,2025-11-28,15.15,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.51,14.66,13.87,1.28X,59.27,0.250,0.289
600239,云南城投,2025-11-28,2.66,RSI 强势 (> 50),2.59,2.68,2.63,1.39X,50.33,-0.017,-0.003
600078,澄星股份,2025-11-28,11.82,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.12,11.66,9.01,1.41X,55.94,0.522,0.779
600258,首旅酒店,2025-11-28,15.28,多头排列 (MA5>MA20>MA60),15.48,15.45,15.04,0.66X,49.73,0.175,0.239
605333,沪光股份,2025-11-28,29.3,放量上涨 (1.50X),28.74,29.65,33.02,1.50X,39.34,-1.170,-1.264
600728,佳都科技,2025-11-28,6.51,MACD 金叉,6.42,6.54,6.79,1.27X,48.11,-0.098,-0.100
605555,德昌股份,2025-11-28,17.8,放量上涨 (1.60X),17.17,18.19,17.72,1.60X,49.74,-0.247,-0.115
601818,光大银行,2025-11-28,3.61,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),3.62,3.54,3.53,0.87X,56.34,0.037,0.025
603556,海兴电力,2025-11-28,33.92,RSI 强势 (> 50),33.70,35.46,30.77,0.66X,51.00,0.475,0.980
603800,洪田股份,2025-11-28,46.3,MACD 金叉,44.68,45.98,49.59,1.27X,48.43,-1.427,-1.514
600750,江中药业,2025-11-28,21.72,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",21.70,21.66,21.52,0.90X,51.83,0.063,0.069
603598,引力传媒,2025-11-28,18.25,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),18.49,17.55,16.98,0.58X,58.55,0.462,0.338
600201,生物股份,2025-11-28,12.22,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.13,11.44,10.16,0.55X,63.29,0.509,0.488
600152,维科技术,2025-11-28,7.66,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.49,7.56,7.07,1.13X,52.85,0.190,0.238
600686,金龙汽车,2025-11-28,15.97,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.51,15.43,13.54,1.23X,59.69,0.377,0.444
600177,雅戈尔,2025-11-28,7.72,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.62,7.66,7.50,0.77X,57.12,0.031,0.039
601606,长城军工,2025-11-28,52.95,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),54.49,51.45,51.03,0.64X,52.40,1.008,0.818
603040,新坐标,2025-11-28,77.18,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",75.11,75.47,73.01,0.92X,55.09,0.278,0.215
605338,巴比食品,2025-11-28,27.8,RSI 强势 (> 50),27.83,28.69,25.65,1.03X,51.44,0.479,0.833
603687,大胜达,2025-11-28,9.1,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",8.79,8.93,8.94,0.96X,54.34,-0.057,-0.048
603989,艾华集团,2025-11-28,16.85,MACD 金叉,16.51,16.92,17.96,0.81X,46.04,-0.354,-0.358
600388,龙净环保,2025-11-28,15.34,放量上涨 (1.54X),15.69,16.20,14.96,1.54X,41.81,-0.005,0.151
603712,七一二,2025-11-28,20.73,MACD 金叉 | RSI 强势 (> 50),20.19,20.24,20.86,1.02X,54.62,-0.118,-0.158
600280,中央商场,2025-11-28,3.55,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.53,3.54,3.49,0.18X,50.67,0.051,0.062
600600,青岛啤酒,2025-11-28,63.55,放量上涨 (1.58X),64.19,65.25,66.58,1.58X,26.96,-0.630,-0.486
600733,北汽蓝谷,2025-11-28,7.84,放量上涨 (1.60X),7.72,7.93,8.10,1.60X,47.90,-0.110,-0.095
603008,喜临门,2025-11-28,20.87,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",20.12,18.74,18.13,0.79X,72.10,0.716,0.471
600252,中恒集团,2025-11-28,2.9,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",2.81,2.82,2.79,1.18X,56.17,0.007,0.002
600613,神奇制药,2025-11-28,6.86,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.78,6.72,6.55,0.83X,56.83,0.080,0.072
603906,龙蟠科技,2025-11-28,20.88,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.83X) | MACD 金叉 | RSI 强势 (> 50)",19.09,19.21,17.07,1.83X,62.35,0.619,0.602
600319,亚星化学,2025-11-28,9.75,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",8.90,8.78,8.26,1.44X,61.42,0.295,0.291
600926,杭州银行,2025-11-28,15.59,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.46,15.55,15.44,1.04X,52.01,-0.023,-0.018
600986,浙文互联,2025-11-28,9.61,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),9.75,9.30,8.74,0.58X,59.30,0.271,0.232
600055,万东医疗,2025-11-28,16.25,RSI 强势 (> 50),16.16,15.99,16.93,1.12X,50.03,-0.117,-0.208
605288,凯迪股份,2025-11-28,105.13,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",99.02,92.09,93.48,1.04X,64.91,2.893,1.471
601328,交通银行,2025-11-28,7.59,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),7.65,7.48,7.19,0.95X,58.47,0.129,0.121
600076,康欣新材,2025-11-28,3.05,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",2.91,2.97,2.90,1.15X,56.53,0.009,0.018
600475,华光环能,2025-11-28,18.51,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.74,17.62,17.34,0.84X,59.08,0.275,0.195
603399,永杉锂业,2025-11-28,11.85,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.30,11.29,10.34,0.60X,59.29,0.330,0.367
603281,江瀚新材,2025-11-28,27.65,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",27.35,27.60,25.92,0.73X,54.86,0.427,0.567
603711,香飘飘,2025-11-28,14.25,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",13.98,14.05,13.52,1.24X,56.31,0.144,0.190
605028,世茂能源,2025-11-28,30.19,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",29.59,28.55,26.81,0.79X,58.83,0.923,0.880
603319,美湖股份,2025-11-28,36.73,放量上涨 (1.59X) | RSI 强势 (> 50),35.47,35.10,37.86,1.59X,53.42,-0.302,-0.562
002377,国创高新,2025-11-27,3.12,RSI 强势 (> 50),3.10,3.14,3.06,0.64X,50.51,0.018,0.028
603353,和顺石油,2025-11-28,33.03,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",29.56,27.57,20.62,0.58X,69.74,2.880,2.942
603159,上海亚虹,2025-11-28,23.88,RSI 强势 (> 50),23.46,23.60,24.10,0.79X,52.04,-0.224,-0.299
600642,申能股份,2025-11-28,8.4,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),8.43,8.38,8.12,0.87X,55.43,0.065,0.070
600185,珠免集团,2025-11-28,6.96,RSI 强势 (> 50),6.88,7.01,6.35,0.70X,53.29,0.120,0.186
603657,春光科技,2025-11-28,35.08,RSI 强势 (> 50),33.06,31.19,35.67,0.71X,60.78,-0.295,-1.035
603325,博隆技术,2025-11-28,79.77,RSI 强势 (> 50),78.86,78.34,83.40,0.95X,50.75,-0.733,-1.144
600595,中孚实业,2025-11-28,6.74,RSI 强势 (> 50),6.73,6.89,6.05,0.68X,52.70,0.090,0.152
603816,顾家家居,2025-11-28,31.3,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",30.92,30.59,30.36,0.28X,57.91,0.195,0.124
601366,利群股份,2025-11-28,4.64,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",4.57,4.64,4.59,1.25X,51.35,-0.001,0.012
600469,风神股份,2025-11-28,6.88,RSI 强势 (> 50),6.84,7.01,6.44,0.63X,53.20,0.079,0.137
605168,三人行,2025-11-28,29.73,RSI 强势 (> 50),29.78,28.72,30.09,0.56X,55.47,-0.024,-0.278
603880,南卫股份,2025-11-28,6.75,RSI 强势 (> 50),6.69,6.91,6.48,0.48X,50.27,0.038,0.093
600496,精工钢构,2025-11-28,4.2,RSI 强势 (> 50),4.09,4.24,3.95,1.27X,52.90,0.005,0.041
600336,澳柯玛,2025-11-28,7.71,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),7.78,7.49,7.12,0.83X,57.37,0.170,0.153
605299,舒华体育,2025-11-28,10.19,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.15,9.88,9.60,0.77X,60.35,0.195,0.164
603738,泰晶科技,2025-11-28,16.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.04,15.38,15.22,0.43X,60.18,0.257,0.161
600509,天富能源,2025-11-28,8.82,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",8.60,8.59,8.33,1.29X,56.52,0.034,0.024
600640,国脉文化,2025-11-28,13.57,RSI 强势 (> 50),13.44,13.57,13.40,0.84X,50.53,-0.111,-0.103
600218,全柴动力,2025-11-28,11.34,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),11.43,10.81,9.95,0.69X,59.91,0.438,0.401
601825,沪农商行,2025-11-28,9.42,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.66X) | MACD 金叉 | RSI 强势 (> 50)",9.07,8.97,8.66,1.66X,69.10,0.120,0.101
000661,长春高新,2025-11-27,99.66,MACD 金叉,99.39,103.50,116.06,0.80X,28.13,-4.409,-4.499
600272,开开实业,2025-11-28,14.5,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),14.96,14.26,13.47,0.12X,53.17,0.411,0.377
600800,渤海化学,2025-11-28,4.11,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",3.99,4.05,4.00,0.73X,54.89,-0.004,-0.006
600827,百联股份,2025-11-28,9.04,放量上涨 (1.69X) | RSI 强势 (> 50),8.83,8.99,9.20,1.69X,51.13,-0.074,-0.065
600609,金杯汽车,2025-11-28,4.92,RSI 强势 (> 50),4.92,4.93,4.89,0.54X,51.44,0.022,0.027
601996,丰林集团,2025-11-28,2.55,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",2.50,2.55,2.43,0.71X,53.68,0.020,0.035
600459,贵研铂业,2025-11-28,17.55,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.23,17.24,16.92,0.91X,53.45,0.161,0.185
600362,江西铜业,2025-11-28,37.43,RSI 强势 (> 50),36.60,37.88,34.97,0.79X,50.99,-0.115,0.202
605178,时空科技,2025-11-28,62.25,RSI 强势 (> 50),60.68,69.59,44.00,1.13X,51.07,3.277,6.357
605128,上海沿浦,2025-11-28,36.39,MACD 金叉,36.03,37.29,40.25,0.46X,41.46,-1.311,-1.384
601137,博威合金,2025-11-28,20.9,MACD 金叉,20.90,21.61,23.52,0.93X,37.78,-0.620,-0.622
600863,内蒙华电,2025-11-28,4.54,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",4.49,4.50,4.27,0.82X,60.64,0.053,0.062
605186,健麾信息,2025-11-28,21.03,RSI 强势 (> 50),20.96,21.23,20.70,0.90X,50.90,0.064,0.142
605567,春雪食品,2025-11-28,11.55,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.30,11.38,10.65,0.85X,60.64,0.167,0.219
605289,罗曼股份,2025-11-28,65.15,"价格强势 (高于MA5,MA20,MA60)",64.22,64.88,63.67,0.99X,49.69,-0.614,-0.430
600684,珠江股份,2025-11-28,4.62,MACD 金叉,4.57,4.77,5.41,1.09X,37.86,-0.231,-0.240
601100,恒立液压,2025-11-28,101.3,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",95.50,90.90,92.01,1.48X,65.18,1.322,-0.033
600309,万华化学,2025-11-28,66.61,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",64.41,64.85,65.00,0.93X,57.95,0.230,0.196
600103,青山纸业,2025-11-28,3.95,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.76,3.88,3.69,1.09X,54.04,0.024,0.035
601126,四方股份,2025-11-28,28.02,放量上涨 (1.72X) | RSI 强势 (> 50),26.34,28.15,23.54,1.72X,55.66,0.135,0.547
603489,八方股份,2025-11-28,33.8,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",31.82,30.77,27.56,1.15X,71.28,1.313,1.194
601113,华鼎股份,2025-11-28,4.62,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",4.43,4.23,4.15,1.23X,67.43,0.097,0.061
601377,兴业证券,2025-11-28,6.77,RSI 强势 (> 50),6.70,6.83,6.63,1.25X,50.77,0.000,0.030
603335,迪生力,2025-11-28,6.29,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.16,6.29,5.84,0.46X,55.09,0.061,0.096
605398,新炬网络,2025-11-28,32.1,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),33.39,31.75,31.35,0.58X,50.93,0.708,0.619
600592,龙溪股份,2025-11-28,25.6,RSI 强势 (> 50),25.87,23.68,25.82,0.73X,55.96,0.278,-0.138
603355,莱克电气,2025-11-28,31.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",29.56,28.07,24.77,0.83X,72.04,1.374,1.277
603696,安记食品,2025-11-28,12.9,RSI 强势 (> 50),12.19,12.92,12.54,1.39X,53.66,-0.057,0.046
603937,丽岛新材,2025-11-28,12.71,RSI 强势 (> 50),12.46,12.86,12.31,0.76X,51.39,0.010,0.102
603628,清源股份,2025-11-28,14.17,RSI 强势 (> 50),13.80,14.46,13.77,0.96X,50.11,0.025,0.174
601238,广汽集团,2025-11-28,9.25,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",8.56,8.01,7.83,1.39X,74.73,0.215,0.099
603129,春风动力,2025-11-28,260.9,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",256.36,248.42,257.29,0.48X,57.92,1.420,-1.121
601009,南京银行,2025-11-28,11.57,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.52,11.33,10.99,0.80X,62.15,0.128,0.105
603225,新凤鸣,2025-11-28,17.39,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.81,16.98,16.11,0.93X,56.56,0.236,0.322
600208,衢州发展,2025-11-28,4.15,放量上涨 (2.07X),4.00,4.14,4.40,2.07X,48.70,-0.097,-0.096
000078,海王生物,2025-11-27,3.09,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (3.40X) | RSI 强势 (> 50)",2.68,2.63,2.58,3.40X,75.40,0.054,0.022
600778,友好集团,2025-11-28,7.06,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.79,6.93,6.87,1.43X,56.48,-0.000,0.016
601089,福元医药,2025-11-28,24.9,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",23.87,22.95,23.07,1.07X,60.87,0.410,0.109
002373,千方科技,2025-11-27,11.42,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.25,11.16,11.09,0.69X,53.27,0.069,0.033
603203,快克智能,2025-11-28,30.74,RSI 强势 (> 50),29.49,30.80,31.32,1.37X,51.61,-0.495,-0.418
603898,好莱客,2025-11-28,13.08,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),13.33,12.09,10.90,0.58X,60.57,0.816,0.731
603890,春秋电子,2025-11-28,16.23,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.09,15.38,14.21,0.76X,59.14,0.459,0.370
600889,南京化纤,2025-11-28,15.02,MACD 金叉,14.99,15.19,15.57,0.51X,46.13,-0.182,-0.188
603113,金能科技,2025-11-28,6.22,放量上涨 (1.86X),6.10,6.24,6.68,1.86X,46.62,-0.121,-0.139
600847,万里股份,2025-11-28,12.52,RSI 强势 (> 50),12.25,12.71,11.82,0.65X,52.13,0.062,0.184
605599,菜百股份,2025-11-28,15.49,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.24,14.82,14.52,0.24X,65.22,0.198,0.117
600721,百花医药,2025-11-28,10.11,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.42,9.45,9.49,1.42X,59.18,0.093,0.095
601398,工商银行,2025-11-28,8.11,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),8.19,8.17,7.73,0.73X,53.40,0.107,0.137
000002,万  科Ａ,2025-11-27,5.47,放量上涨 (2.16X),5.90,6.15,6.49,2.16X,15.94,-0.160,-0.114
605488,福莱新材,2025-11-28,33.15,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",33.04,31.92,32.96,1.33X,54.15,0.210,-0.009
605088,冠盛股份,2025-11-28,33.26,MACD 金叉,33.07,34.43,37.21,0.80X,35.65,-1.269,-1.304
605580,恒盛能源,2025-11-28,42.26,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",41.72,39.87,32.02,0.29X,63.11,2.377,2.524
605188,国光连锁,2025-11-28,23.29,RSI 强势 (> 50),22.93,23.88,20.75,0.88X,51.43,0.537,0.903
603881,数据港,2025-11-28,35.45,RSI 强势 (> 50),35.83,33.51,34.35,0.39X,55.39,0.651,0.308
603408,建霖家居,2025-11-28,12.81,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",12.65,12.52,12.07,0.45X,61.11,0.187,0.184
600887,伊利股份,2025-11-28,29.38,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",29.14,28.51,27.99,1.04X,65.54,0.441,0.393
603185,弘元绿能,2025-11-28,30.24,RSI 强势 (> 50),29.84,32.26,25.89,0.74X,51.24,0.955,1.802
600955,维远股份,2025-11-28,15.18,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.72,14.96,14.62,0.88X,54.87,0.106,0.137
603163,圣晖集成,2025-11-28,53.87,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",51.13,47.25,45.60,0.90X,64.20,1.605,0.732
600791,京能置业,2025-11-28,5.37,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",5.29,5.37,5.07,0.86X,53.74,0.054,0.091
601600,中国铝业,2025-11-28,10.51,RSI 强势 (> 50),10.48,10.80,9.08,0.71X,53.11,0.299,0.477
601566,九牧王,2025-11-28,13.42,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),13.72,12.45,10.02,1.03X,56.16,1.299,1.417
600901,江苏金租,2025-11-28,6.46,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.46,6.35,5.93,0.69X,62.72,0.128,0.139
600566,济川药业,2025-11-28,26.26,RSI 强势 (> 50),26.19,26.55,25.70,0.79X,50.33,0.180,0.315
600729,重庆百货,2025-11-28,27.58,RSI 强势 (> 50),27.27,27.66,27.70,1.28X,51.19,-0.097,-0.065
603421,鼎信通讯,2025-11-28,7.95,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.77,7.46,7.36,0.69X,61.68,0.097,0.024
601360,三六零,2025-11-28,13.62,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),13.72,13.18,11.64,0.80X,58.13,0.565,0.581
603000,人民网,2025-11-28,20.97,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",20.62,20.09,19.98,0.92X,63.05,0.207,0.077
605268,王力安防,2025-11-28,10.63,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.58X) | RSI 强势 (> 50)",10.32,10.49,10.38,1.58X,56.28,0.016,0.033
605298,必得科技,2025-11-28,38.37,放量上涨 (1.69X),37.63,39.29,41.03,1.69X,45.15,-0.848,-0.650
600604,市北高新,2025-11-28,6.05,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.53X) | MACD 金叉 | RSI 强势 (> 50)",5.85,5.93,5.94,1.53X,52.98,-0.067,-0.073
601068,中铝国际,2025-11-28,5.19,放量上涨 (2.04X),5.23,5.43,5.17,2.04X,43.67,-0.019,0.038
002356,赫美集团,2025-11-27,4.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.99,3.68,3.62,0.72X,62.16,0.138,0.084
600012,皖通高速,2025-11-28,15.39,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),15.48,15.43,14.49,0.73X,53.91,0.185,0.217
600115,中国东航,2025-11-28,5.04,RSI 强势 (> 50),5.05,5.14,4.58,0.54X,52.31,0.100,0.157
603501,豪威集团,2025-11-28,119.0,MACD 金叉,117.79,122.14,132.63,0.59X,36.95,-3.883,-3.963
600637,东方明珠,2025-11-28,9.72,RSI 强势 (> 50),9.66,9.96,9.37,0.63X,50.59,0.030,0.094
603338,浙江鼎力,2025-11-28,56.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",54.97,53.83,52.74,0.61X,63.59,0.780,0.589
600895,张江高科,2025-11-28,41.32,RSI 强势 (> 50),41.28,40.05,41.82,0.61X,50.83,-0.471,-0.864
605286,同力日升,2025-11-28,42.8,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",41.42,42.58,42.18,1.02X,53.46,-0.078,0.024
600977,中国电影,2025-11-28,17.29,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.59,17.13,16.01,1.23X,55.89,0.270,0.436
603660,苏州科达,2025-11-28,9.74,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),9.91,9.55,8.76,0.71X,56.31,0.372,0.400
603633,徕木股份,2025-11-28,11.05,RSI 强势 (> 50),10.73,10.82,11.22,0.47X,52.89,-0.056,-0.084
002345,潮宏基,2025-11-27,12.71,放量上涨 (1.58X),12.34,12.33,13.91,1.58X,49.15,-0.332,-0.444
600805,悦达投资,2025-11-28,5.5,RSI 强势 (> 50),5.43,5.58,5.36,0.89X,50.65,0.012,0.047
603162,海通发展,2025-11-28,12.23,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.10X) | RSI 强势 (> 50)",11.53,11.53,10.28,2.10X,57.67,0.284,0.327
603217,元利科技,2025-11-28,28.7,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.31X) | MACD 金叉 | RSI 强势 (> 50)",25.46,24.90,23.25,2.31X,71.09,0.559,0.330
603391,力聚热能,2025-11-28,64.38,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",61.86,58.49,52.21,0.56X,73.45,2.650,2.274
000007,全新好,2025-11-27,9.79,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.57,9.41,8.05,0.71X,63.36,0.461,0.518
600033,福建高速,2025-11-28,3.88,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.82,3.75,3.57,1.16X,58.07,0.065,0.060
603197,保隆科技,2025-11-28,35.39,MACD 金叉,35.02,36.09,38.82,0.87X,37.93,-1.072,-1.115
603043,广州酒家,2025-11-28,17.34,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",17.10,17.08,16.80,0.55X,61.49,0.146,0.141
601061,中信金属,2025-11-28,14.46,RSI 强势 (> 50),14.48,15.20,11.76,1.05X,53.60,0.625,0.993
600970,中材国际,2025-11-28,9.31,多头排列 (MA5>MA20>MA60),9.41,9.41,9.22,0.75X,47.68,-0.003,0.013
601939,建设银行,2025-11-28,9.66,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),9.74,9.58,9.21,0.93X,57.03,0.134,0.135
600605,汇通能源,2025-11-28,30.09,放量上涨 (1.61X) | RSI 强势 (> 50),29.24,29.29,31.95,1.61X,50.81,-0.765,-1.015
603829,洛凯股份,2025-11-28,25.15,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",24.35,22.32,21.15,0.53X,61.38,1.103,0.783
600645,中源协和,2025-11-28,28.41,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),28.46,26.95,25.43,0.80X,61.21,0.877,0.756
600693,东百集团,2025-11-28,9.98,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.32,8.73,7.05,1.15X,63.52,0.776,0.793
600300,维维股份,2025-11-28,3.53,RSI 强势 (> 50),3.48,3.59,3.46,0.88X,50.20,-0.002,0.020
600467,好当家,2025-11-28,2.6,多头排列 (MA5>MA20>MA60),2.70,2.65,2.52,0.48X,48.50,0.058,0.078
605136,丽人丽妆,2025-11-28,11.05,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),11.26,10.45,10.32,0.58X,55.14,0.341,0.241
603536,惠发食品,2025-11-28,13.24,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.73,12.95,11.40,0.98X,61.44,0.370,0.476
603345,安井食品,2025-11-28,81.75,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",80.26,78.76,74.02,1.01X,64.97,1.942,2.014
600298,安琪酵母,2025-11-28,40.69,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",40.33,39.56,40.06,0.08X,56.18,0.170,0.042
